folder,file,title,year,sport,novelty,practicality,reproducibility,composite,data,code,one_line
randoms,randoms/Effects_of_season_period_team_quality_an.pdf,"Effects of Season Period, Team Quality, and Playing Time on Player Stats",2010,basketball,4,5,5,14,public,,"How season period, team quality, and minutes affect player box-score stats."
randoms,randoms/English_Slovak_basketball_dictionary.pdf,English-Slovak Basketball Dictionary,2005,basketball,1,1,1,3,none,,Bilingual basketball terminology dictionary; not research.
randoms,randoms/Estimation_of_NBA_players_offense_defens.pdf,Estimation of NBA Players' Offense/Defense Ratings through Shrinkage,2014,basketball,6,6,6,18,public,,Honors thesis applying shrinkage estimation to NBA player offense/defense ratings.
randoms,randoms/Evaluating_NHL_Goalies_Skaters_and_Teams.pdf,"Evaluating NHL Goalies, Skaters, and Teams Using Weighted Shots",,hockey,7,7,6,20,public,,Logistic shot-quality model yielding weighted-shots metric and adjusted plus-minus for NHL.
randoms,randoms/Explanations_for_the_United_States_of_Am.pdf,Explanations for USA's Basketball Dominance at Beijing 2008,2010,basketball,3,3,4,10,public,,Descriptive analysis of why USA dominated 2008 Olympic basketball.
randoms,randoms/Exploiting_Early_Intent_Recognition_for.pdf,Exploiting Early Intent Recognition for Competitive Advantage,,football,7,4,4,15,none,,SVMs recognize football plays early in Rush 2008 simulator to switch offensive plays.
randoms,randoms/Exploring_collective_spatial_distributio.pdf,Exploring Collective Spatial Distribution in Basketball,2015,basketball,4,3,3,10,proprietary,,Small study of collective spatial distribution dynamics in basketball.
randoms,randoms/FILTERING_PROCEDURES_FOR_SENSOR_DATA_IN.pdf,Filtering Procedures for Sensor Data in Basketball,2017,basketball,6,6,4,16,proprietary,,Algorithm to clean player-trajectory sensor data and label offensive/defensive actions.
randoms,randoms/Fighting_as_a_Profit_Maximizing_Strategy.pdf,Fighting as a Profit-Maximizing Strategy: the AHL,,hockey,5,4,5,14,public,,Sports-economics analysis of whether AHL fighting boosts attendance and profit.
randoms,randoms/Forecasting_basketball_players_performan.pdf,Forecasting Basketball Players' Performance Using Sparse Functional Data,,basketball,7,5,5,17,public,,Sparse functional-data and archetypoid methods to forecast player performance with intervals.
randoms,randoms/From_Players_to_Teams_Towards_a_Multi_Le.pdf,From Players to Teams: Multi-Level Game Constraints in Team Sports,2014,general,4,3,3,10,none,,Conceptual multi-level framework for game constraints in team sports.
randoms,randoms/Game_Location_Influences_Basketball_Play.pdf,Game Location Influences Basketball Players' Performance by Position,,basketball,4,4,5,13,public,,Home-advantage effects on player box-score stats by position.
randoms,randoms/Gaze_Behaviours_of_Elite_Ice_Hockey_Play.pdf,Gaze Behaviours of Elite Ice Hockey Players: A Pilot Study,2001,hockey,4,3,3,10,proprietary,,Pilot eye-tracking study of expert hockey players' gaze during tactical plays.
randoms,randoms/Gaze_characteristics_of_elite_and_near_e.pdf,Gaze Characteristics of Elite and Near-Elite Hockey Players,2004,hockey,4,3,3,10,proprietary,,Vision-in-action gaze comparison of elite vs near-elite hockey players.
randoms,randoms/Hitting_Is_Contagious_in_Baseball_Evidence.pdf,Hitting Is Contagious in Baseball,,baseball,5,3,6,14,public,,Bootstrap analysis of whether a hot hitter lifts teammates during hitting streaks.
randoms,randoms/Identifying_basketball_performance_indic.pdf,Identifying Basketball Performance Indicators in Regular Season and Playoffs,2013,basketball,4,5,5,14,public,,Discriminant analysis of win/loss indicators across ACB regular season vs playoffs.
randoms,randoms/Knowledge_flow_from_the_top_the_importan.pdf,Knowledge Flow from the Top: Teamwork Structure in Team Sports,2014,multi,4,3,2,9,proprietary,,Qualitative case studies of coach-to-player knowledge flow in NCAA football and hockey.
randoms,randoms/Large_data_and_Bayesian_modeling_aging_c.pdf,Large Data and Bayesian Modeling: Aging Curves of NBA Players,2019,basketball,7,6,6,19,public,,Bayesian structural model extracting development/aging latent factors from NBA career data.
randoms,randoms/Latent_Structure_of_Situational_Efficien.pdf,Latent Structure of Situational Efficiency Parameters in Croatian Basketball,2012,basketball,3,3,4,10,proprietary,,Factor analysis of situational efficiency indicators in Croatian basketball.
randoms,randoms/Measuring_sport_performances_under_press.pdf,Measuring Sport Performances Under Pressure by Classification Trees,2019,basketball,6,6,5,17,mixed,,Classification trees quantifying pressure effects on basketball free-throw/shooting.
randoms,randoms/Modelling_the_dynamic_pattern_of_surface.pdf,Modelling the Dynamic Pattern of Surface Area in Basketball,2018,basketball,7,5,4,16,proprietary,,Markov-switching model of five-player surface-area dynamics and effect on scoring.
randoms,randoms/Neural_Network_Modelling_and_Dynamical_S.pdf,Neural Network Modelling and Dynamical System Theory in Football,,soccer,4,3,3,10,none,,Review of neural-network and dynamical-systems approaches to soccer player dynamics.
randoms,randoms/Opponent_modeling_and_spatial_similarity.pdf,Opponent Modeling and Spatial Similarity to Retrieve Superior Plays,,football,6,4,4,14,none,,Online opponent modeling and play retrieval in the Rush 2008 football simulator.
randoms,randoms/Overtime_Rules_and_Incentives_in_the_Nat.pdf,Overtime! Rules and Incentives in the National Hockey League,2005,hockey,6,5,6,17,public,,Sports-economics study of how NHL overtime/point rules shape team incentives.
randoms,randoms/Performance_analysis_of_game_dynamics_du.pdf,Performance Analysis of Game Dynamics During 4th Quarter of NBA Close Games,,basketball,4,5,4,13,proprietary,,Discriminates home/away play in 48 close NBA fourth quarters by tactical variables.
randoms,randoms/Predicting_college_basketball_match_outc.pdf,Predicting NCAAB Match Outcomes Using ML Techniques,2013,basketball,5,5,6,16,public,,Evaluates ML classifiers on NCAAB prediction; features matter more than models.
randoms,randoms/Predicting_run_production_and_run_preven.pdf,Predicting Run Production and Run Prevention in Baseball,2012,baseball,4,6,6,16,public,,Regression models linking sabermetric inputs to run production and prevention.
randoms,randoms/Prediction_of_athletes_performance_using.pdf,Prediction of Athletes' Performance Using Neural Networks: Cricket,,cricket,5,5,5,15,public,,Neural nets rating cricketers into performer/moderate/failure for team selection.
randoms,randoms/Predictive_Modeling_in_Sports_Leagues_An.pdf,Predictive Modeling in Sports Leagues: IPL Application,2013,cricket,5,6,5,16,public,,SAS Enterprise Miner models predicting IPL player selection for auction valuation.
randoms,randoms/Proceedings_of_the_Third_Annual_Great_La.pdf,Proceedings of the Third Annual Great Lakes Analytics in Sports Conference,,general,2,2,1,5,none,,Conference proceedings front-matter; not a single research contribution.
randoms,randoms/Research_Methods_and_Performance_Analysi.pdf,Research Methods and Performance Analysis,,general,2,3,2,7,none,,Edited book on sport research methods and performance analysis.
randoms,randoms/Space_time_coordination_dynamics_in_bask.pdf,Space-Time Coordination Dynamics in Basketball: Part 2,2010,basketball,6,4,4,14,proprietary,,Dynamical-systems analysis of inter-team spatial coordination in basketball.
randoms,randoms/Spatio_temporal_movements_in_team_sports.pdf,Spatio-Temporal Movements in Team Sports: Motion Charts,2017,basketball,5,5,5,15,proprietary,,Motion-chart visualization approach for player spatio-temporal movement data.
randoms,randoms/Statistical_Analyses_of_Basketball_Team.pdf,Statistical Analyses of Basketball Team Performance by Possession Index,,basketball,4,5,5,14,proprietary,,Discriminates winning/losing Portuguese-league teams via possession-normalized stats.
randoms,randoms/Strategies_for_Pulling_the_Goalie_in_Hoc.pdf,Strategies for Pulling the Goalie in Hockey,,hockey,7,7,5,19,public,,"Bayesian NHL match simulator deriving improved, unused goalie-pulling strategies."
randoms,randoms/Temporal_Aspects_of_Team_Cognition_A_Cas.pdf,Temporal Aspects of Team Cognition: Basketball Case Study,2012,basketball,4,2,2,8,proprietary,,Qualitative course-of-action case study of shared understanding among five players.
randoms,randoms/The_Application_of_Machine_Learning_Tech.pdf,The Application of ML Techniques for Predicting Team Sport Results: A Review,2019,general,5,5,4,14,none,,"Widely-cited review of ML for team-sport result prediction, 1996-2019."
randoms,randoms/The_Complete_Plus_Minus_A_Case_Study_of.pdf,The Complete Plus-Minus: Columbus Blue Jackets Case Study,2013,hockey,6,6,5,17,public,,Master's thesis developing a complete plus-minus metric via NHL case study.
randoms,randoms/The_Effectiveness_of_the_Shotloc_Trainin.pdf,The Effectiveness of the Shotloc Training Tool on Free Throw Performance,2016,basketball,3,3,4,10,proprietary,,Industry-funded trial of a ShotLoc free-throw training aid on shooting technique.
randoms,randoms/The_Home_Field_Advantage_in_Athletics_A.pdf,The Home Field Advantage in Athletics: A Meta-Analysis,,multi,6,5,6,17,public,,Meta-analysis quantifying home advantage and moderators across sports.
randoms,randoms/The_Methods_and_Techniques_used_in_Diffe (2).pdf,The Methods and Techniques Used in Different Professional Sports Analytics,,general,3,4,3,10,none,,Overview of analytics methods used across professional sports.
randoms,randoms/The_harsh_rule_of_goals_data_driven_perf.pdf,The Harsh Rule of the Goals: Data-Driven Football Performance Indicators,,soccer,7,6,6,19,public,,Pass-network performance indicators shown to outperform goals for team evaluation.
randoms,randoms/The_hot_hand_phenomenon_measurement_issu.pdf,The Hot Hand Phenomenon: Measurement Issues Using Golf,2013,golf,4,2,4,10,public,,Discusses hot-hand measurement problems using golf as example.
randoms,randoms/The_latent_structure_of_standard_game_ef.pdf,The Latent Structure of Standard Game Efficiency Indicators in Basketball,,basketball,3,3,4,10,proprietary,,Principal-components analysis of 13 efficiency indicators over 134 matches.
randoms,randoms/Twenty_years_of_Hot_Hand_research_Review.pdf,Twenty Years of 'Hot Hand' Research: Review and Critique,2006,multi,5,3,4,12,none,,Systematic review and critique of two decades of hot-hand research.
randoms,randoms/Using_Machine_Learning_to_Predict_the_Ou.pdf,Using ML to Predict the Outcome of English County T20 Cricket,,cricket,6,6,5,17,public,,ML with 500+ engineered features beating a bookmaker benchmark on T20 county cricket.
randoms,randoms/Using_Twitter_to_predict_football_outcom.pdf,Using Twitter to Predict Football Outcomes,,soccer,6,5,4,15,mixed,,"Predicts Premier League results from tweets, beating chance and matching stats models."
randoms,randoms/Variations_on_multimedia_data_mining.pdf,Variations on Multimedia Data Mining (KDD Workshop),2000,none,2,2,2,6,none,,KDD multimedia-data-mining workshop proceedings; not sports-specific research.
randoms,randoms/Welcome_to_Nassau_Mausoleum_A_Case_Study.pdf,Welcome to Nassau Mausoleum: Hockey Telecasts Case Study,2015,hockey,3,1,2,6,none,,Media-framing case study of Islanders arena telecasts; not analytics.
randoms,randoms/epdf.pub_the-physics-of-basketball.pdf,The Physics of Basketball,,basketball,2,2,2,6,none,,Popular-science book on basketball physics; not research.
